Elmis sp.,Androprosopa sp.,Atherix sp.,Blepharicera sp.,Ceratopogonidae,Cheilotrichia sp.,Diamesinae,Orthocladiinae,Dicranota sp.,Dixa puberula,Empididae,Elaeophila sp.,Erioptera sp.,Hapalothrix lugubris,Lispe sp.,Liponeura sp.,Pedicia sp.,Prosimulium sp.,Psychodidae,Rhabdomastix sp.,Rhypholophus sp.,Simulium sp.,Tipula sp.,Baetis alpinus,Ecdyonurus sp.,Epeorus alpicola,Rhithrogena sp.,Enchytraeidae,Eiseniella tetraedra,Gordius sp.,Haplotaxis sp.,Lumbriculidae,Mermithidae,Capnia sp.,Chloroperla sp.,Dictyogenus alpinus,Dictyogenus fontium,Isoperla sp.,Leuctra sp.,Nemoura mortoni,Perlodes sp.,Protonemura sp.,Rhabdiopteryx alpina,Siphonoperla sp.,Acrophylax zerberus,Allogamus auricollis,Allogamus uncatus,Annitella obscurata,Chaetopteryx major,Cryptothrix nebulicola,Drusus biguttatus,Drusus discolor,Drusus melanchaetes,Drusus mixtus,Drusus muelleri,Glossosoma sp.,Halesus rubricollis,Limnephilidae juv.,Melampophylax nepos,Philopotamus sp.,Potamophylax cingulatus,Pseudopsilopteryx zimmeri,Rhyacophila sp.,Crenobia alpina,Sialidae
1,0,0,0,0,0,2,25,1,0,5,0,0,0,0,0,0,0,0,8,0,0,0,35,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,1,3,17,3,0,6,0,0,1,0,0,0,0,0,20,0,0,0,88,0,0,0,3,0,0,3,0,0,0,0,0,0,0,22,0,0,183,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0
0,0,0,6,0,4,148,18,8,0,24,0,0,0,0,0,0,1,2,23,0,0,0,276,0,2,0,0,1,0,1,0,0,0,0,0,0,3,74,3,0,154,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
0,0,0,0,0,0,111,9,5,0,9,0,0,0,1,0,2,0,1,18,0,0,0,136,0,0,0,1,0,0,1,0,0,0,0,0,0,3,63,2,0,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
0,0,0,12,0,0,127,22,8,0,18,0,0,0,0,4,0,18,0,6,0,2,1,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
0,0,0,0,0,0,1,6,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,1
0,0,0,0,0,0,2,13,3,0,3,0,0,0,1,0,0,0,0,1,0,1,0,39,0,1,0,0,0,0,0,0,0,0,0,2,0,9,0,2,0,41,6,1,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,2,16,0,1
0,0,0,0,0,0,14,0,1,0,1,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0
0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0,0,0,0,0,0,17,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,1,15,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0
0,0,0,0,0,0,20,2,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0
0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,5,1,4,0,7,0,0,0,1,0,0,0,0,6,0,0,0,20,0,1,1,0,0,0,1,0,0,1,0,2,0,13,0,1,0,13,5,0,2,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,11,0,0
0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,36,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,2,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,25,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
0,0,0,0,0,0,68,3,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
